time,rgdpi,rexp,rincome,unemp,rgdp,fedfund,inflation,bank_id,size,commercial,concent_re,npl_re,provision,personnel,nii_avgass,netinc,concent_ind,dep_dem,npl_cc,concent_agro,concent_cc,concent_auto,concent_commind,dep_core,tier1
1/1/2014,-4.3,1.5,2.7,6.666666667,-4.3,0.08,2.022960733,101,3,0,497.55,0.07,0.07,1.39,3.06,0.73,13.37,3.82,0.13,0.31,0.14,4.15,35.98,70.23,18.22
4/1/2014,6.6,3.8,3.3,6.2,6.6,0.1,2.2803082,101,3,0,503.98,0.07,0.08,1.38,3.07,0.75,14.58,3.95,0.24,0.34,0.14,4.8,37.52,69.24,18.08
7/1/2014,-0.5,4,4.1,6.066666667,-0.5,0.09,1.695814233,101,3,0,500.99,0.05,0.07,1.4,3.08,0.76,14.58,4.02,0.26,0.32,0.14,4.87,36.49,68.86,18.28
10/1/2014,-2.9,4.5,5.2,5.7,-2.9,0.12,1.888305933,101,3,0,511.19,0.03,0.07,1.38,3.07,0.74,14.59,3.98,0.17,0.28,0.15,4.27,37.69,68.4,18.16
1/1/2015,1.5,2.7,5.3,5.533333333,1.5,0.11,2.135416533,101,3,0,521.59,0.04,0.05,1.4,3.02,0.77,15.72,4.15,0.11,0.28,0.16,5.43,38.66,68.6,17.79
4/1/2015,-1,2.7,4.2,5.433333333,-1,0.13,2.745550967,101,3,0,522.7,0.05,0.07,1.4,3.02,0.85,17.36,4.36,0.11,0.28,0.2,6.27,39.31,68.32,17.65
7/1/2015,-1,3.1,3.6,5.1,-1,0.14,2.354353367,101,3,0,527.66,0.04,0.04,1.37,3.02,0.77,17.99,4.22,0.06,0.22,0.17,6.58,38.41,68.38,17.27
10/1/2015,-0.7,2,2.8,5.033333333,-0.7,0.24,2.5450137,101,3,0,534.46,0.03,0.06,1.4,3.07,0.73,18.22,4.35,0.15,0.26,0.17,6.32,40.67,68.5,16.99
1/1/2016,1.8,3,2.3,4.9,1.8,0.36,2.486848,101,3,0,533.64,0.02,0.06,1.4,3.06,0.75,18.65,4.2,0.16,0.2,0.16,6.33,41.23,68.55,16.68
4/1/2016,-1.2,2,1.8,4.933333333,-1.2,0.38,2.893692,101,3,0,540.17,0.03,0.09,1.41,3.06,0.72,16.8,4.62,0.13,0.19,0.12,5.03,40.88,68.6,16.39
7/1/2016,1.2,2.4,1.7,4.9,1.2,0.4,2.607245467,101,3,0,540.49,0.03,0.08,1.39,3.1,0.82,18.46,4.71,0.21,0.18,0.18,4.96,41.83,69.54,16.25
10/1/2016,-0.4,2,1.6,4.766666667,-0.4,0.54,2.396777,101,3,0,529.37,0.03,0.07,1.37,3.08,0.81,18.78,4.66,0.21,0.17,0.19,5.08,41.94,68.53,16.15
1/1/2017,-0.3,2.9,1.8,4.566666667,-0.3,0.79,1.932339233,101,3,0,533.78,0.03,0.07,1.4,3.09,0.88,20.81,5.01,0.23,0.22,0.27,5.91,42.24,69.23,16.42
4/1/2017,0.3,1.6,3,4.366666667,0.3,1.04,1.635852,101,3,0,534.41,0.07,0.07,1.35,3.14,0.84,19.2,4.97,0.15,0.19,0.18,4.8,41.42,68.36,16.2
7/1/2017,1.4,2.4,3.1,4.333333333,1.4,1.15,2.477825,101,3,0,541.17,0.07,0.06,1.37,3.19,0.86,20.52,5.32,0.17,0.17,0.17,4.58,42.63,68.87,16.12
10/1/2017,0.7,4.4,3,4.166666667,0.7,1.3,2.471365333,101,3,0,536.54,0.07,0.07,1.35,3.19,0.5,20.25,5.28,0.15,0.17,0.19,4.47,43.11,68.17,15.94
1/1/2018,-1.3,2.7,3,4.033333333,-1.3,1.51,2.899897667,101,3,0,525.91,0.04,0.07,1.39,3.19,0.97,23.23,5.52,0.22,0.27,0.27,5.32,43.21,69.08,16.41
4/1/2018,0,2.9,2.8,3.933333333,0,1.82,2.367133667,101,3,0,535.99,0.03,0.07,1.39,3.24,1.01,21.72,5.76,0.21,0.29,0.15,5.27,42.85,69.42,16.2
7/1/2018,0.1,2.6,3.4,3.766666667,0.1,1.95,2.113629333,101,3,0,537.6,0.02,0.06,1.39,3.26,1.04,19.67,5.53,0.15,0.15,0.07,4.12,42.75,69.29,16.03
10/1/2018,-2.2,1.8,4.1,3.833333333,-2.2,2.27,2.480748,101,3,0,537.31,0.02,0.09,1.38,3.3,0.92,17.64,5.62,0.24,0.2,0.07,3.49,42.97,68.64,16
1/1/2019,1.5,0.4,4.4,3.866666667,1.5,2.41,2.639438,101,3,0,541.04,0.03,0.07,1.43,3.25,0.98,16.81,5.34,0.27,0.21,0.06,3.33,41.68,69.23,16.28
4/1/2019,0.5,2.6,3.5,3.633333333,0.5,2.38,2.455842333,101,3,0,534.99,0.03,0.08,1.42,3.26,0.95,16.98,5.37,0.33,0.22,0.06,3.27,42.98,69.5,16.32
7/1/2019,0.9,3.4,3.2,3.633333333,0.9,2.04,2.854942333,101,3,0,525.52,0.04,0.06,1.41,3.23,1.02,16.96,5.5,0.35,0.19,0.07,3.13,41.65,69.9,16.56
10/1/2019,-1.8,2.4,2.8,3.6,-1.8,1.55,3.040421333,101,3,0,522.59,0.03,0.09,1.41,3.17,1,15.98,5.6,0.2,0.17,0.07,3.1,41.68,70.03,16.65
1/1/2020,-6.4,-6.2,2.1,3.8,-6.4,0.65,2.248194,101,3,0,526.88,0.03,0.27,1.42,3.14,0.42,15.85,5.55,0.28,0.15,0.06,3.04,45.31,68.62,15.94
4/1/2020,-25.3,-32.1,12.3,12.96666667,-25.3,0.08,0.1424669,101,3,0,521.69,0.02,0.36,1.36,2.94,0.91,16.86,6.22,0.33,0.16,0.05,3.4,75.79,70.94,16.16
7/1/2020,65.2,43,6.9,8.833333333,65.2,0.09,2.964512033,101,3,0,503.09,0.03,0.21,1.38,2.93,1.05,14.9,7.02,0.19,0.23,0.05,2.4,74.87,71.61,16.78
10/1/2020,-31.4,3.9,3.7,6.766666667,-31.4,0.09,1.5928098,101,3,0,491.44,0.03,0.16,1.36,2.97,1.17,15.5,7.34,0.3,0.31,0.09,2.25,64.8,73.21,16.71
1/1/2021,2.4,10.8,14.5,6.2,2.4,0.07,2.210196567,101,3,0,481.49,0.02,0.04,1.35,2.93,1.16,13.38,9.74,0.24,0.27,0.06,2.13,66.43,75.09,17.02
4/1/2021,0.7,12.1,-4.4,5.933333333,0.7,0.08,3.645780667,101,3,0,474.65,0.02,-0.01,1.34,2.87,1.05,13.89,10.78,0.09,0.19,0.07,2.1,55.8,76.23,17.15
7/1/2021,-4.3,3,-1.5,5.133333333,-4.3,0.08,3.130806667,101,3,0,473.19,0.02,0.01,1.33,2.95,0.94,14.24,11.43,0.05,0.14,0.07,1.76,44.87,76.73,17.2
10/1/2021,4.3,3.1,-0.4,4.2,4.3,0.08,4.981101667,101,3,0,466.62,0.01,-0.01,1.33,2.9,1.06,13.6,11.91,0.05,0.17,0.06,1.57,40.7,77.42,17.08
1/1/2022,-8.6,1.3,-12.8,3.8,-8.6,0.2,6.516352,101,3,0,480.92,0.01,0.02,1.32,2.88,0.72,14.15,14.42,0.08,0.26,0.09,1.95,37.39,78.46,16.41
4/1/2022,1,2,-5.7,3.6,1,1.21,7.109787,101,3,0,494.44,0.01,0.05,1.32,3.04,0.73,15.24,14.11,0.07,0.21,0.11,2.04,36.7,77.98,16.21
7/1/2022,3.8,2.3,-3.8,3.566666667,3.8,2.56,6.988024333,101,3,0,510.18,0.01,0.06,1.32,3.24,0.9,16.69,14.18,0.06,0.28,0.12,2.14,37.31,76.92,15.64
10/1/2022,-0.6,1,-1.4,3.6,-0.6,4.1,5.869925,101,3,0,514.42,0.01,0.07,1.33,3.28,1.05,17.43,13.82,0.14,0.36,0.17,2.81,38.14,74.14,15.58
