time,rgdpi,rexp,rincome,unemp,rgdp,fedfund,inflation,bank_id,size,commercial,concent_re,npl_re,provision,personnel,nii_avgass,netinc,concent_ind,dep_dem,npl_cc,concent_agro,concent_cc,concent_auto,concent_commind,dep_core,tier1
7/1/2005,1.2,3.4,1.4,4.966666667,1.2,3.62,2.467696767,5,2,1,554.52,0.07,0.16,1.57,4.27,1.33,35.7,9.66,0.41,8.25,0.71,0,103.06,62.89,11.83
10/1/2005,-0.9,0.7,1,4.966666667,-0.9,4.16,2.745949233,5,2,1,556.56,0.06,0.17,1.57,4.29,1.27,34.78,9.66,0.34,7.65,0.72,0,102.65,62.81,11.79
1/1/2006,3.2,4.4,4.3,4.733333333,3.2,4.59,2.995864633,5,2,1,559.16,0.05,0.14,1.58,4.21,1.25,32.76,8.98,0.32,7.24,0.64,0,99.48,62.16,11.88
4/1/2006,-4.5,2.1,3.7,4.633333333,-4.5,4.99,3.937975233,5,2,1,567.01,0.06,0.14,1.57,4.25,1.3,32.47,8.77,0.32,8.16,0.66,0,100.88,60.96,11.71
7/1/2006,-0.4,2.6,3.5,4.633333333,-0.4,5.25,3.173847167,5,2,1,568.4,0.07,0.14,1.57,4.23,1.3,31.51,8.45,0.39,8.39,0.63,0,99.27,59.89,11.76
10/1/2006,2.8,3.9,3.9,4.433333333,2.8,5.24,2.397725133,5,2,1,569.25,0.07,0.16,1.57,4.14,1.22,31.2,8.4,0.36,8.12,0.64,0,100.23,60.29,11.75
1/1/2007,-2.2,2.5,2.6,4.5,-2.2,5.26,2.935688833,5,2,1,569.95,0.07,0.12,1.59,4.01,1.15,30.13,7.46,0.36,7.87,0.59,0,100.55,61.41,11.73
4/1/2007,1.4,1.1,2.7,4.5,1.4,5.25,2.022198767,5,2,1,569.69,0.09,0.13,1.57,4.06,1.2,29.26,7.44,0.42,9.04,0.61,0,100.87,60.91,11.73
7/1/2007,-0.2,2.7,2.7,4.666666667,-0.2,4.94,2.585464433,5,2,1,566.23,0.11,0.17,1.57,4.04,1.16,28.84,7.25,0.4,9.13,0.59,0,99.97,60.33,11.77
10/1/2007,0.1,1.6,1.5,4.8,0.1,4.24,3.313651733,5,2,1,573.04,0.11,0.35,1.57,3.96,0.96,28.61,7.2,0.46,8.96,0.59,0,102.15,59.96,11.62
1/1/2008,-4.1,-0.5,1,5,-4.1,2.61,2.841821967,5,2,1,574.91,0.13,0.22,1.57,3.81,0.98,27.82,6.48,0.4,8.74,0.54,0,103.52,59.32,11.56
4/1/2008,3.9,1.1,2.4,5.333333333,3.9,2,3.016511267,5,2,1,577.05,0.12,0.39,1.55,3.81,0.85,27.93,6.47,0.39,10.12,0.53,0,104.87,58.75,11.45
7/1/2008,-4.4,-3,0.2,6,-4.4,1.81,3.1400506,5,2,1,579.09,0.14,0.48,1.54,3.84,0.51,27.05,6.41,0.51,10.3,0.49,0,102.2,57.74,11.49
10/1/2008,-6.4,-3.6,1.2,6.866666667,-6.4,0.16,1.536338433,5,2,1,581.52,0.14,1.1,1.53,3.69,0.03,26.79,6.46,0.49,9.89,0.48,0,102.27,57.46,11.41
1/1/2009,3.9,-1,0.8,8.266666667,3.9,0.18,2.1323338,5,2,1,567.87,0.17,0.58,1.48,3.61,0.57,25.2,6.13,0.6,9.33,0.46,0,98.2,58.12,11.67
4/1/2009,3.9,-2,-0.6,9.3,3.9,0.21,1.560174167,5,2,1,561.8,0.18,0.9,1.47,3.66,0.24,25.03,6.24,0.56,9.79,0.47,0,96.7,59.01,11.72
7/1/2009,2.2,2.7,0.2,9.633333333,2.2,0.15,1.237772933,5,2,1,552.83,0.18,1.06,1.46,3.73,0.25,25.08,6.22,0.62,10.25,0.46,0,93.38,59.57,11.87
10/1/2009,2.8,-0.4,-0.7,9.933333333,2.8,0.12,0.37784177,5,2,1,548.55,0.14,1.57,1.45,3.76,-0.34,24.92,6.33,0.47,10.55,0.48,0,92.56,60.92,11.9
1/1/2010,-2.3,2.3,0.3,9.833333333,-2.3,0.16,0.556711583,5,2,1,532.83,0.13,0.6,1.44,3.77,0.57,23.13,6.48,0.53,9.67,0.43,0,88.73,72.5,12.36
4/1/2010,1.9,3.6,1.4,9.633333333,1.9,0.18,0.969854123,5,2,1,522.32,0.13,0.7,1.45,3.85,0.53,23,6.63,0.51,10.6,0.44,0,87.15,73.15,12.64
7/1/2010,-0.8,2.9,3.3,9.466666667,-0.8,0.19,0.767667653,5,2,1,511.51,0.11,0.67,1.45,3.87,0.62,22.66,6.69,0.37,10.95,0.43,0,84.64,73.76,12.92
10/1/2010,-1,2.5,3.5,9.5,-1,0.18,1.056716483,5,2,1,503.81,0.11,0.93,1.47,3.83,0.18,22.19,6.86,0.38,11.02,0.45,0,86.35,74.52,13
1/1/2011,-3.1,1.5,3.7,9.033333333,-3.1,0.14,1.956926067,5,2,1,490.77,0.09,0.43,1.5,3.8,0.67,20.93,7.28,0.33,9.88,0.41,6.99,84.45,75.19,13.36
4/1/2011,3.7,0.4,1.7,9.066666667,3.7,0.09,1.421443067,5,2,1,481.68,0.1,0.47,1.49,3.87,0.69,20.38,7.47,0.31,10.94,0.4,6.52,83.21,75.25,13.6
7/1/2011,-2.9,1.2,1.5,9,-2.9,0.08,2.482953367,5,2,1,471.14,0.09,0.48,1.5,3.92,0.79,19.94,7.7,0.27,11.26,0.38,6.27,81.83,75.59,13.91
10/1/2011,4.8,0.7,1.4,8.633333333,4.8,0.07,2.338421633,5,2,1,469.1,0.08,0.52,1.5,3.89,0.61,19.75,7.95,0.37,11.62,0.4,6.26,82.36,76.19,13.92
1/1/2012,-1.3,2.9,2.3,8.266666667,-1.3,0.13,2.266565867,5,2,1,457.73,0.07,0.29,1.54,3.83,0.93,19.09,8.55,0.27,10.58,0.37,6.02,81.3,76.76,14.26
4/1/2012,-1.5,0.7,3.5,8.2,-1.5,0.16,1.883735467,5,2,1,457.2,0.06,0.29,1.54,3.83,0.92,19.27,8.75,0.24,11.7,0.37,5.92,81.61,76.83,14.29
7/1/2012,-1.1,0.8,2.4,8.033333333,-1.1,0.14,2.397231067,5,2,1,453.62,0.08,0.27,1.54,3.84,0.97,19.1,8.95,0.24,12.11,0.37,5.87,80.64,76.87,14.49
10/1/2012,-0.3,1.6,4.9,7.8,-0.3,0.16,1.896425767,5,2,1,457.57,0.06,0.31,1.56,3.79,0.87,18.94,9.21,0.25,12.06,0.39,5.67,82.59,77.53,14.41
1/1/2013,3.1,2.1,-1,7.733333333,3.1,0.14,2.224480567,5,2,1,447.05,0.06,0.17,1.57,3.67,0.91,18.02,9.9,0.21,10.82,0.34,5.31,80.44,77.75,14.72
4/1/2013,-2.9,0.6,-1.2,7.533333333,-2.9,0.09,0.997089787,5,2,1,446.69,0.05,0.15,1.57,3.71,0.98,18.13,9.97,0.2,12.36,0.34,5.3,81.34,77.56,14.61
7/1/2013,2.6,1.5,-0.1,7.233333333,2.6,0.08,2.4532932,5,2,1,445.87,0.05,0.14,1.58,3.76,0.96,18.49,10.08,0.23,13.14,0.35,5.35,80.59,77.48,14.69
10/1/2013,-0.3,3.2,-2.6,6.933333333,-0.3,0.09,1.819487333,5,2,1,452.31,0.05,0.15,1.59,3.77,0.9,18.45,10.35,0.24,13.25,0.36,5.3,82.04,77.63,14.57
1/1/2014,-4.3,1.5,2.7,6.666666667,-4.3,0.08,2.022960733,5,2,1,450.08,0.04,0.11,1.59,3.71,0.93,18.09,10.95,0.22,12.04,0.34,5.27,81.41,77.83,14.74
4/1/2014,6.6,3.8,3.3,6.2,6.6,0.1,2.2803082,5,2,1,454.38,0.05,0.11,1.58,3.78,1.03,18.32,11.06,0.28,13.43,0.33,5.37,82.56,77.09,14.63
7/1/2014,-0.5,4,4.1,6.066666667,-0.5,0.09,1.695814233,5,2,1,454.79,0.05,0.1,1.58,3.8,1.07,18.32,11.28,0.27,14.12,0.33,5.34,82.1,76.91,14.69
10/1/2014,-2.9,4.5,5.2,5.7,-2.9,0.12,1.888305933,5,2,1,460.87,0.05,0.13,1.59,3.79,1,18.18,11.56,0.2,14.8,0.32,5.19,83.43,76.93,14.59
1/1/2015,1.5,2.7,5.3,5.533333333,1.5,0.11,2.135416533,5,2,1,457.79,0.04,0.09,1.6,3.7,1.01,17.53,12.06,0.19,13.52,0.3,5.12,81.39,77.17,14.54
4/1/2015,-1,2.7,4.2,5.433333333,-1,0.13,2.745550967,5,2,1,461.31,0.04,0.09,1.59,3.74,1.06,17.57,12.17,0.15,14.99,0.3,5.07,81.35,76.69,14.47
7/1/2015,-1,3.1,3.6,5.1,-1,0.14,2.354353367,5,2,1,464.3,0.04,0.09,1.59,3.78,1.07,17.68,12.34,0.2,16.07,0.29,5.1,80.35,76.52,14.45
10/1/2015,-0.7,2,2.8,5.033333333,-0.7,0.24,2.5450137,5,2,1,470,0.04,0.12,1.6,3.76,0.99,17.88,12.52,0.2,15.91,0.3,5.14,81.6,76.78,14.31
1/1/2016,1.8,3,2.3,4.9,1.8,0.36,2.486848,5,2,1,470.09,0.04,0.09,1.61,3.75,1.03,17.86,12.74,0.21,15.66,0.29,5.19,80.67,76.78,14.35
4/1/2016,-1.2,2,1.8,4.933333333,-1.2,0.38,2.893692,5,2,1,474.64,0.04,0.11,1.6,3.76,1.07,17.96,12.84,0.18,16.19,0.29,5.18,80.72,76.29,14.28
7/1/2016,1.2,2.4,1.7,4.9,1.2,0.4,2.607245467,5,2,1,476.61,0.04,0.11,1.6,3.77,1.09,17.83,13,0.2,16.81,0.29,5.21,79.69,76.37,14.32
10/1/2016,-0.4,2,1.6,4.766666667,-0.4,0.54,2.396777,5,2,1,478.69,0.04,0.13,1.61,3.76,1.01,17.84,13.1,0.23,16.21,0.29,5.19,80.46,76.78,14.23
1/1/2017,-0.3,2.9,1.8,4.566666667,-0.3,0.79,1.932339233,5,2,1,479,0.04,0.09,1.61,3.72,1.01,17.65,13.28,0.21,15.57,0.28,5.25,80.93,77.07,14.24
4/1/2017,0.3,1.6,3,4.366666667,0.3,1.04,1.635852,5,2,1,480.93,0.04,0.1,1.6,3.81,1.1,17.78,13.44,0.22,16.46,0.26,5.27,81.27,76.38,14.25
7/1/2017,1.4,2.4,3.1,4.333333333,1.4,1.15,2.477825,5,2,1,480.93,0.05,0.1,1.6,3.86,1.15,17.48,13.58,0.21,16.93,0.25,5.18,79.26,76.23,14.35
10/1/2017,0.7,4.4,3,4.166666667,0.7,1.3,2.471365333,5,2,1,485.06,0.04,0.11,1.6,3.85,0.85,17.54,13.65,0.22,16.65,0.25,5.23,80.91,76.41,14.25
1/1/2018,-1.3,2.7,3,4.033333333,-1.3,1.51,2.899897667,5,2,1,479.17,0.04,0.09,1.63,3.77,1.16,17.21,13.82,0.23,15.93,0.24,5.2,80.28,76.58,14.38
4/1/2018,0,2.9,2.8,3.933333333,0,1.82,2.367133667,5,2,1,479.96,0.03,0.1,1.62,3.85,1.25,17.15,13.91,0.16,17.16,0.23,5.16,81.15,77.18,14.36
7/1/2018,0.1,2.6,3.4,3.766666667,0.1,1.95,2.113629333,5,2,1,477.49,0.04,0.1,1.61,3.89,1.27,17.19,13.93,0.18,17.69,0.22,5.07,79.17,77.1,14.45
10/1/2018,-2.2,1.8,4.1,3.833333333,-2.2,2.27,2.480748,5,2,1,476.89,0.03,0.12,1.62,3.91,1.22,16.86,13.97,0.16,17.5,0.23,5.06,80.3,77.07,14.44
1/1/2019,1.5,0.4,4.4,3.866666667,1.5,2.41,2.639438,5,2,1,474.35,0.03,0.09,1.63,3.83,1.18,16.58,13.84,0.18,17.19,0.2,5.02,79.8,77.13,14.55
4/1/2019,0.5,2.6,3.5,3.633333333,0.5,2.38,2.455842333,5,2,1,472.83,0.03,0.1,1.63,3.86,1.26,16.75,13.78,0.14,18.17,0.2,5.1,80.23,76.54,14.62
7/1/2019,0.9,3.4,3.2,3.633333333,0.9,2.04,2.854942333,5,2,1,470.78,0.03,0.1,1.63,3.87,1.31,16.61,13.94,0.18,17.74,0.2,5.03,77.84,76.55,14.75
10/1/2019,-1.8,2.4,2.8,3.6,-1.8,1.55,3.040421333,5,2,1,469.62,0.04,0.13,1.64,3.79,1.16,16.31,14.09,0.19,17.28,0.21,4.94,77.83,76.84,14.78
1/1/2020,-6.4,-6.2,2.1,3.8,-6.4,0.65,2.248194,5,2,1,467.03,0.05,0.17,1.63,3.71,1.09,16.32,14.23,0.16,17.29,0.18,5.05,77.89,76.67,14.17
4/1/2020,-25.3,-32.1,12.3,12.96666667,-25.3,0.08,0.1424669,5,2,1,455.88,0.06,0.27,1.56,3.62,1.19,16.15,16.07,0.23,18.41,0.14,5.11,131.96,77.52,14.32
7/1/2020,65.2,43,6.9,8.833333333,65.2,0.09,2.964512033,5,2,1,448.08,0.04,0.18,1.53,3.43,1.18,15.59,16.98,0.12,18.37,0.14,5.05,129.03,78.03,14.59
10/1/2020,-31.4,3.9,3.7,6.766666667,-31.4,0.09,1.5928098,5,2,1,444.66,0.03,0.19,1.53,3.48,1.13,15.32,17.67,0.14,17.23,0.14,5.07,108.87,79.11,14.68
1/1/2021,2.4,10.8,14.5,6.2,2.4,0.07,2.210196567,5,2,1,434.32,0.03,0.08,1.43,3.43,1.29,14.56,20.47,0.13,16.28,0.13,4.96,112.77,80.56,14.95
4/1/2021,0.7,12.1,-4.4,5.933333333,0.7,0.08,3.645780667,5,2,1,432.58,0.03,0.06,1.42,3.39,1.25,14.41,21.18,0.12,16.47,0.13,4.93,98.45,80.89,15.11
7/1/2021,-4.3,3,-1.5,5.133333333,-4.3,0.08,3.130806667,5,2,1,432.72,0.02,0.06,1.41,3.44,1.31,14.6,21.57,0.12,16.83,0.12,4.98,80.76,81.25,15.08
10/1/2021,4.3,3.1,-0.4,4.2,4.3,0.08,4.981101667,5,2,1,433.77,0.02,0.07,1.42,3.3,1.06,14.54,22.06,0.1,17.26,0.12,5.01,73.58,82.03,14.96
1/1/2022,-8.6,1.3,-12.8,3.8,-8.6,0.2,6.516352,5,2,1,432.37,0.02,0.04,1.37,3.16,1.03,14.68,23.66,0.14,16.17,0.12,5.07,69.69,83.28,14.85
4/1/2022,1,2,-5.7,3.6,1,1.21,7.109787,5,2,1,439.25,0.02,0.06,1.37,3.34,1.14,14.91,23.99,0.13,16.77,0.11,5.06,69.47,83.48,14.67
7/1/2022,3.8,2.3,-3.8,3.566666667,3.8,2.56,6.988024333,5,2,1,445.4,0.02,0.07,1.38,3.59,1.28,14.94,24.31,0.17,17.16,0.1,5.11,67.68,83.13,14.58
10/1/2022,-0.6,1,-1.4,3.6,-0.6,4.1,5.869925,5,2,1,453.73,0.02,0.08,1.4,3.7,1.25,15.36,24.41,0.15,17.55,0.1,5.31,68.4,81.32,14.4
